"Date","Price"
01-05-2012,4.674
28-04-2012,4.681
27-04-2012,4.678
26-04-2012,4.655
25-04-2012,4.675
24-04-2012,4.668
21-04-2012,4.676
20-04-2012,4.670
19-04-2012,4.682
18-04-2012,4.698
17-04-2012,4.707
14-04-2012,4.702
13-04-2012,4.699
12-04-2012,4.695
11-04-2012,4.684
06-04-2012,4.700
05-04-2012,4.697
04-04-2012,4.695
03-04-2012,4.688
31-03-2012,4.680
30-03-2012,4.686
29-03-2012,4.685
28-03-2012,4.678
27-03-2012,4.710
24-03-2012,4.706
23-03-2012,4.697
22-03-2012,4.693
21-03-2012,4.718
20-03-2012,4.754
17-03-2012,4.743
16-03-2012,4.731
15-03-2012,4.726
14-03-2012,4.708
13-03-2012,4.697
10-03-2012,4.689
09-03-2012,4.673
08-03-2012,4.653
07-03-2012,4.631
06-03-2012,4.621
03-03-2012,4.607
02-03-2012,4.598
01-03-2012,4.578
29-02-2012,4.649
28-02-2012,4.691
25-02-2012,4.689
24-02-2012,4.701
23-02-2012,4.697
22-02-2012,4.686
21-02-2012,4.689
18-02-2012,4.682
17-02-2012,4.675
16-02-2012,4.652
15-02-2012,4.638
14-02-2012,4.636
11-02-2012,4.631
10-02-2012,4.621
08-02-2012,4.607
07-02-2012,4.587
04-02-2012,4.568
03-02-2012,4.562
02-02-2012,4.574
01-02-2012,4.579
31-01-2012,4.598
28-01-2012,4.597
27-01-2012,4.606
25-01-2012,4.625
24-01-2012,4.646
21-01-2012,4.676
20-01-2012,4.701
19-01-2012,4.744
18-01-2012,4.804
17-01-2012,4.839
14-01-2012,4.806
13-01-2012,4.843
12-01-2012,4.840
11-01-2012,4.829
10-01-2012,4.798
06-01-2012,4.684
05-01-2012,4.634
04-01-2012,4.603
01-01-2012,4.580
31-12-2011,4.539
30-12-2011,4.525
29-12-2011,4.503
24-12-2011,4.509
23-12-2011,4.503
22-12-2011,4.493
21-12-2011,4.489
20-12-2011,4.477
17-12-2011,4.506
15-12-2011,4.562
14-12-2011,4.558
13-12-2011,4.536
10-12-2011,4.527
09-12-2011,4.532
08-12-2011,4.562
07-12-2011,4.573
06-12-2011,4.580
03-12-2011,4.585
02-12-2011,4.612
01-12-2011,4.641
30-11-2011,4.614
29-11-2011,4.588
26-11-2011,4.570
25-11-2011,4.549
24-11-2011,4.536
23-11-2011,4.545
22-11-2011,4.582
19-11-2011,4.624
18-11-2011,4.643
17-11-2011,4.651
16-11-2011,4.643
15-11-2011,4.629
11-11-2011,4.581
10-11-2011,4.569
09-11-2011,4.538
08-11-2011,4.529
05-11-2011,4.500
04-11-2011,4.507
03-11-2011,4.477
01-11-2011,4.442
29-10-2011,4.463
27-10-2011,4.491
26-10-2011,4.495
25-10-2011,4.500
22-10-2011,4.481
21-10-2011,4.474
20-10-2011,4.457
19-10-2011,4.450
18-10-2011,4.417
14-10-2011,4.372
13-10-2011,4.358
11-10-2011,4.372
05-10-2011,4.340
04-10-2011,4.381
01-10-2011,4.377
23-09-2011,4.381
14-09-2011,4.340
13-09-2011,4.319
09-09-2011,4.255
08-09-2011,4.248
07-09-2011,4.213
06-09-2011,4.210
03-09-2011,4.206
02-09-2011,4.201
01-09-2011,4.177
31-08-2011,4.155
30-08-2011,4.126
27-08-2011,4.130
26-08-2011,4.111
25-08-2011,4.100
24-08-2011,4.093
23-08-2011,4.097
20-08-2011,4.110
19-08-2011,4.102
18-08-2011,4.124
17-08-2011,4.118
13-08-2011,4.067
12-08-2011,4.033
11-08-2011,4.000
10-08-2011,4.022
09-08-2011,4.042
06-08-2011,4.053
05-08-2011,4.075
04-08-2011,4.123
03-08-2011,4.132
02-08-2011,4.104
30-07-2011,4.131
29-07-2011,4.127
28-07-2011,4.113
27-07-2011,4.126
26-07-2011,4.144
23-07-2011,4.137
22-07-2011,4.185
21-07-2011,4.187
20-07-2011,4.191
19-07-2011,4.198
16-07-2011,4.194
15-07-2011,4.173
14-07-2011,4.200
13-07-2011,4.152
12-07-2011,4.133
09-07-2011,4.089
08-07-2011,4.090
07-07-2011,4.013
06-07-2011,3.988
05-07-2011,3.982
02-07-2011,3.993
01-07-2011,4.000
30-06-2011,3.975
29-06-2011,3.947
28-06-2011,3.934
25-06-2011,3.908
23-06-2011,4.013
22-06-2011,4.011
21-06-2011,4.063
18-06-2011,4.096
17-06-2011,4.104
16-06-2011,4.110
15-06-2011,4.106
14-06-2011,4.095
11-06-2011,4.067
10-06-2011,4.039
09-06-2011,4.019
08-06-2011,4.011
07-06-2011,4.025
04-06-2011,4.046
03-06-2011,4.058
02-06-2011,4.064
01-06-2011,4.057
28-05-2011,4.043
27-05-2011,4.053
26-05-2011,4.028
25-05-2011,3.978
24-05-2011,3.959
21-05-2011,3.944
20-05-2011,3.950
18-05-2011,3.956
17-05-2011,3.973
14-05-2011,3.959
13-05-2011,3.980
12-05-2011,3.992
11-05-2011,4.006
10-05-2011,3.992
07-05-2011,4.029
06-05-2011,4.062
29-04-2011,4.082
28-04-2011,4.108
22-04-2011,4.123
21-04-2011,4.126
20-04-2011,4.123
19-04-2011,4.117
16-04-2011,4.133
15-04-2011,4.146
14-04-2011,4.158
13-04-2011,4.172
09-04-2011,4.195
08-04-2011,4.192
07-04-2011,4.204
06-04-2011,4.222
05-04-2011,4.185
02-04-2011,4.179
01-04-2011,4.136
31-03-2011,4.130
30-03-2011,4.136
29-03-2011,4.148
26-03-2011,4.150
25-03-2011,4.155
24-03-2011,4.156
23-03-2011,4.150
22-03-2011,4.142
19-03-2011,4.150
18-03-2011,4.170
17-03-2011,4.161
16-03-2011,4.162
15-03-2011,4.148
12-03-2011,4.144
11-03-2011,4.132
10-03-2011,4.126
09-03-2011,4.098
08-03-2011,4.138
05-03-2011,4.119
04-03-2011,4.125
03-03-2011,4.161
02-03-2011,4.078
01-03-2011,4.061
26-02-2011,4.043
25-02-2011,4.060
24-02-2011,3.980
23-02-2011,3.936
22-02-2011,3.914
19-02-2011,3.911
18-02-2011,3.930
17-02-2011,3.932
16-02-2011,3.935
15-02-2011,3.919
12-02-2011,3.893
11-02-2011,3.879
10-02-2011,3.867
09-02-2011,3.858
08-02-2011,3.859
05-02-2011,3.862
04-02-2011,3.863
03-02-2011,3.848
02-02-2011,3.795
01-02-2011,3.773
29-01-2011,3.755
28-01-2011,3.746
27-01-2011,3.737
26-01-2011,3.733
22-01-2011,3.783
21-01-2011,3.776
20-01-2011,3.807
19-01-2011,3.828
18-01-2011,3.840
15-01-2011,3.856
14-01-2011,3.868
13-01-2011,3.873
12-01-2011,3.862
11-01-2011,3.839
08-01-2011,3.797
06-01-2011,3.771
05-01-2011,3.797
01-01-2011,3.819
31-12-2010,3.830
30-12-2010,3.850
28-12-2010,3.839
24-12-2010,3.853
23-12-2010,3.829
22-12-2010,3.828
21-12-2010,3.797
18-12-2010,3.774
17-12-2010,3.787
16-12-2010,3.782
15-12-2010,3.787
14-12-2010,3.801
11-12-2010,3.797
10-12-2010,3.807
09-12-2010,3.800
08-12-2010,3.785
07-12-2010,3.790
04-12-2010,3.784
03-12-2010,3.763
02-12-2010,3.765
01-12-2010,3.779
30-11-2010,3.729
27-11-2010,3.631
26-11-2010,3.540
25-11-2010,3.517
24-11-2010,3.485
23-11-2010,3.471
20-11-2010,3.493
19-11-2010,3.520
18-11-2010,3.535
17-11-2010,3.540
16-11-2010,3.564
13-11-2010,3.586
11-11-2010,3.555
10-11-2010,3.574
09-11-2010,3.549
05-11-2010,3.504
04-11-2010,3.511
03-11-2010,3.515
30-10-2010,3.514
29-10-2010,3.518
28-10-2010,3.491
27-10-2010,3.495
26-10-2010,3.496
23-10-2010,3.498
22-10-2010,3.497
